recid,year,amount,dept_code,cofog_level1_code,cofog_level2_code,cofog_level3_code,pog,id_or_non_id,cap_or_cur,cg_lg_or_pc,nuts_region
2010-36,2010,90760.04,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South East
2004-37,2004,53372.50,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2005-37,2005,45214.14,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2006-37,2006,49178.95,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2007-37,2007,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2008-37,2008,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2009-37,2009,53372.50,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2010-37,2010,53372.50,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,ENGLAND_South West
2004-38,2004,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2005-38,2005,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2006-38,2006,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2007-38,2007,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2008-38,2008,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2009-38,2009,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2010-38,2010,0.00,Dept020,04,04.3,,P31CLI1,ID,CUR,CG,OUTSIDE UK
2004-39,2004,1270175.51,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2005-39,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2006-39,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2007-39,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2008-39,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2009-39,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2010-39,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,SCOTLAND
2004-40,2004,693967.87,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2005-40,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2006-40,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2007-40,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2008-40,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2009-40,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2010-40,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,WALES
2004-41,2004,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2005-41,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2006-41,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2007-41,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2008-41,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2009-41,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2010-41,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,NORTHERN IRELAND
2004-42,2004,624415.61,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2005-42,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2006-42,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2007-42,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2008-42,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2009-42,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2010-42,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North East
2004-43,2004,1631000.14,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2005-43,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2006-43,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2007-43,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2008-43,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2009-43,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2010-43,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_North West
2004-44,2004,1235305.56,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-44,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-44,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-44,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-44,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-44,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-44,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-45,2004,989714.65,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2005-45,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2006-45,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2007-45,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2008-45,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2009-45,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2010-45,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East Midlands
2004-46,2004,1190352.76,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2005-46,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2006-46,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2007-46,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2008-46,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2009-46,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2010-46,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_West Midlands
2004-47,2004,1184532.26,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2005-47,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2006-47,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2007-47,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2008-47,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2009-47,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2010-47,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_East
2004-48,2004,1715812.22,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2005-48,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2006-48,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2007-48,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2008-48,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2009-48,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2010-48,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_London
2004-49,2004,1720161.99,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2005-49,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2006-49,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2007-49,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2008-49,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2009-49,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2010-49,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South East
2004-50,2004,1011561.44,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2005-50,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2006-50,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2007-50,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2008-50,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2009-50,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2010-50,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,ENGLAND_South West
2004-51,2004,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2005-51,2005,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2006-51,2006,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2007-51,2007,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2008-51,2008,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2009-51,2009,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2010-51,2010,0.00,Dept020,04,04.3,,P31DTI1,ID,CUR,CG,OUTSIDE UK
2004-52,2004,4336881.55,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2005-52,2005,6101237.52,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2006-52,2006,3766267.37,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2007-52,2007,3730305.68,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2008-52,2008,4819953.77,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2009-52,2009,4812541.19,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2010-52,2010,5323848.66,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,SCOTLAND
2004-53,2004,2516211.13,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2005-53,2005,3537000.49,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2006-53,2006,2183024.08,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2007-53,2007,2163334.32,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2008-53,2008,2790892.17,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2009-53,2009,2781278.02,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2010-53,2010,3075561.04,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,WALES
2004-54,2004,1460590.72,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2005-54,2005,2065051.19,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2006-54,2006,1281909.52,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2007-54,2007,1278231.32,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2008-54,2008,1655139.86,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2009-54,2009,1658806.18,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2010-54,2010,1841086.86,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,NORTHERN IRELAND
2004-55,2004,2170986.51,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2005-55,2005,3053334.78,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2006-55,2006,1881115.45,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2007-55,2007,1861707.09,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2008-55,2008,2401118.39,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2009-55,2009,2386098.93,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2010-55,2010,2635465.48,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North East
2004-56,2004,5823828.84,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2005-56,2005,8190918.55,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2006-56,2006,5044228.01,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2007-56,2007,4983169.88,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2008-56,2008,6411685.45,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2009-56,2009,6431189.54,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2010-56,2010,7115695.49,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_North West
2004-57,2004,4324556.83,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-57,2005,6116447.50,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-57,2006,3785032.09,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-57,2007,3758438.70,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-57,2008,4860982.58,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-57,2009,4889054.39,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-57,2010,5432238.03,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-58,2004,3664781.91,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2005-58,2005,5182412.56,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2006-58,2006,3212256.79,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2007-58,2007,3193948.17,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2008-58,2008,4133653.52,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2009-58,2009,4165471.37,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2010-58,2010,4633568.79,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East Midlands
2004-59,2004,4548947.58,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2005-59,2005,6407698.12,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2006-59,2006,3950126.93,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2007-59,2007,3906989.15,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2008-59,2008,5045612.27,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2009-59,2009,5043750.17,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2010-59,2010,5583533.65,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_West Midlands
2004-60,2004,4706272.26,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2005-60,2005,6661967.45,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2006-60,2006,4126686.40,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2007-60,2007,4109668.41,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2008-60,2008,5342138.74,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2009-60,2009,5346742.44,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2010-60,2010,5945989.32,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_East
2004-61,2004,6310146.43,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2005-61,2005,8928961.36,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2006-61,2006,5529441.95,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2007-61,2007,5486007.77,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2008-61,2008,7105445.48,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2009-61,2009,7118602.68,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2010-61,2010,7904353.27,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_London
2004-62,2004,6938788.44,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2005-62,2005,9801382.76,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2006-62,2006,6063356.30,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2007-62,2007,6031724.32,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2008-62,2008,7814125.08,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2009-62,2009,7797576.18,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2010-62,2010,8651432.85,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South East
2004-63,2004,4305507.82,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2005-63,2005,6091587.72,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2006-63,2006,3771555.11,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2007-63,2007,3758975.18,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2008-63,2008,4857252.69,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2009-63,2009,4878388.91,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2010-63,2010,5422226.57,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,ENGLAND_South West
2004-64,2004,51107500.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2005-64,2005,72138000.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2006-64,2006,44595000.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2007-64,2007,44262500.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2008-64,2008,57238000.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2009-64,2009,57309500.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2010-64,2010,63565000.00,Dept027,01,01.1,01.1.3,P22 S020201,ID,CUR,CG,OUTSIDE UK
2004-65,2004,444995.49,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2005-65,2005,211189.53,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2006-65,2006,210883.95,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2007-65,2007,183049.40,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2008-65,2008,138102.73,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2009-65,2009,209936.45,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2010-65,2010,209386.01,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,SCOTLAND
2004-66,2004,258181.50,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2005-66,2005,122430.48,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2006-66,2006,122233.68,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2007-66,2007,106156.73,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2008-66,2008,79965.46,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2009-66,2009,121327.09,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2010-66,2010,120961.26,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,WALES
2004-67,2004,149867.20,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2005-67,2005,71480.12,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2006-67,2006,71777.73,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2007-67,2007,62723.94,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2008-67,2008,47423.55,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2009-67,2009,72361.75,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2010-67,2010,72409.61,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,NORTHERN IRELAND
2004-68,2004,222758.95,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2005-68,2005,105688.78,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2006-68,2006,105328.97,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2007-68,2007,91355.61,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2008-68,2008,68797.55,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2009-68,2009,104088.28,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2010-68,2010,103652.38,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North East
2004-69,2004,597567.06,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2005-69,2005,283522.19,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2006-69,2006,282440.57,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2007-69,2007,244528.55,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2008-69,2008,183709.50,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2009-69,2009,280546.40,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2010-69,2010,279859.02,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_North West
2004-70,2004,443730.88,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-70,2005,211716.01,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-70,2006,211934.64,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-70,2007,184429.91,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-70,2008,139278.30,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-70,2009,213274.17,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-70,2010,213648.94,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-71,2004,376033.19,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2005-71,2005,179385.13,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2006-71,2006,179863.33,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2007-71,2007,156729.86,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2008-71,2008,118438.66,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2009-71,2009,181709.46,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2010-71,2010,182237.43,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East Midlands
2004-72,2004,466755.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
2005-72,2005,221797.42,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
2006-72,2006,221178.76,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
2007-72,2007,191719.41,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
