recid,year,amount,dept_code,cofog_level1_code,cofog_level2_code,cofog_level3_code,pog,id_or_non_id,cap_or_cur,cg_lg_or_pc,nuts_region
2008-72,2008,144568.37,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
2009-72,2009,220022.43,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
2010-72,2010,219599.37,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_West Midlands
2004-73,2004,482897.65,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2005-73,2005,230598.75,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2006-73,2006,231064.83,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2007-73,2007,201665.06,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2008-73,2008,153064.53,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2009-73,2009,233239.80,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2010-73,2010,233854.69,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_East
2004-74,2004,647466.77,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2005-74,2005,309068.96,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2006-74,2006,309609.07,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2007-74,2007,269203.25,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2008-74,2008,203587.31,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2009-74,2009,310533.27,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2010-74,2010,310876.79,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_London
2004-75,2004,711970.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2005-75,2005,339267.14,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2006-75,2006,339504.44,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2007-75,2007,295982.04,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2008-75,2008,223892.61,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2009-75,2009,340151.99,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2010-75,2010,340259.30,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South East
2004-76,2004,441776.31,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2005-76,2005,210855.51,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2006-76,2006,211180.02,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2007-76,2007,184456.23,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2008-76,2008,139171.43,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2009-76,2009,212808.91,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2010-76,2010,213255.19,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,ENGLAND_South West
2004-77,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2005-77,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2006-77,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2007-77,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2008-77,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2009-77,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2010-77,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020210,ID,CUR,CG,OUTSIDE UK
2004-78,2004,6969601.80,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2005-78,2005,7671584.31,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2006-78,2006,7732861.82,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2007-78,2007,7853004.55,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2008-78,2008,8204607.52,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2009-78,2009,8101993.43,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2010-78,2010,7804360.96,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,SCOTLAND
2004-79,2004,4043686.55,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2005-79,2005,4447359.63,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2006-79,2006,4482162.81,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2007-79,2007,4554231.12,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2008-79,2008,4750704.26,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2009-79,2009,4682327.98,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2010-79,2010,4508540.72,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,WALES
2004-80,2004,2347247.81,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2005-80,2005,2596557.54,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2006-80,2006,2632003.57,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2007-80,2007,2690920.60,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2008-80,2008,2817407.30,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2009-80,2009,2792627.90,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2010-80,2010,2698894.60,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,NORTHERN IRELAND
2004-81,2004,3488892.03,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2005-81,2005,3839207.24,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2006-81,2006,3862287.09,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2007-81,2007,3919248.30,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2008-81,2008,4087224.68,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2009-81,2009,4017037.39,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2010-81,2010,3863393.79,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North East
2004-82,2004,9359206.02,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2005-82,2005,10299110.97,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2006-82,2006,10356757.59,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2007-82,2007,10490522.52,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2008-82,2008,10914080.35,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2009-82,2009,10827014.95,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2010-82,2010,10431073.38,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_North West
2004-83,2004,6949795.31,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-83,2005,7690709.07,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-83,2006,7771389.36,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-83,2007,7912229.92,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-83,2008,8274447.48,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-83,2009,8230804.68,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-83,2010,7963251.60,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-84,2004,5889501.54,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2005-84,2005,6516270.64,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2006-84,2006,6595372.94,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2007-84,2007,6723869.75,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2008-84,2008,7036375.54,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2009-84,2009,7012640.59,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2010-84,2010,6792462.68,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East Midlands
2004-85,2004,7310403.30,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2005-85,2005,8056922.26,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2006-85,2006,8110360.40,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2007-85,2007,8224956.92,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2008-85,2008,8588727.28,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2009-85,2009,8491237.61,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2010-85,2010,8185039.57,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_West Midlands
2004-86,2004,7563232.53,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2005-86,2005,8376635.86,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2006-86,2006,8472870.51,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2007-86,2007,8651635.41,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2008-86,2008,9093479.68,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2009-86,2009,9001330.16,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2010-86,2010,8716372.28,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_East
2004-87,2004,10140744.54,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2005-87,2005,11227112.48,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2006-87,2006,11352993.92,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2007-87,2007,11549092.12,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2008-87,2008,12095010.51,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2009-87,2009,11984286.45,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2010-87,2010,11587186.26,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_London
2004-88,2004,11151006.05,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2005-88,2005,12324079.17,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2006-88,2006,12449221.43,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2007-88,2007,12697929.48,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2008-88,2008,13301337.02,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2009-88,2009,13127349.67,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2010-88,2010,12682348.62,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South East
2004-89,2004,6919182.53,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2005-89,2005,7659450.84,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2006-89,2006,7743718.56,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2007-89,2007,7913359.31,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2008-89,2008,8268098.39,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2009-89,2009,8212849.18,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2010-89,2010,7948575.55,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,ENGLAND_South West
2004-90,2004,82132500.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2005-90,2005,90705000.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2006-90,2006,91562000.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2007-90,2007,93181000.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2008-90,2008,97431500.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2009-90,2009,96481500.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2010-90,2010,93181500.00,Dept027,01,01.1,01.1.3,P22 S020401,ID,CUR,CG,OUTSIDE UK
2004-91,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2005-91,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2006-91,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2007-91,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2008-91,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2009-91,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2010-91,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,SCOTLAND
2004-92,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2005-92,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2006-92,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2007-92,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2008-92,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2009-92,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2010-92,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,WALES
2004-93,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2005-93,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2006-93,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2007-93,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2008-93,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2009-93,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2010-93,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,NORTHERN IRELAND
2004-94,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2005-94,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2006-94,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2007-94,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2008-94,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2009-94,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2010-94,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North East
2004-95,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2005-95,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2006-95,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2007-95,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2008-95,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2009-95,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2010-95,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_North West
2004-96,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-96,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-96,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-96,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-96,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-96,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-96,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-97,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2005-97,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2006-97,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2007-97,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2008-97,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2009-97,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2010-97,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East Midlands
2004-98,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2005-98,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2006-98,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2007-98,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2008-98,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2009-98,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2010-98,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_West Midlands
2004-99,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2005-99,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2006-99,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2007-99,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2008-99,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2009-99,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2010-99,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_East
2004-100,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2005-100,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2006-100,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2007-100,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2008-100,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2009-100,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2010-100,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_London
2004-101,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2005-101,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2006-101,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2007-101,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2008-101,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2009-101,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2010-101,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South East
2004-102,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2005-102,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2006-102,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2007-102,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2008-102,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2009-102,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2010-102,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,ENGLAND_South West
2004-103,2004,13401000.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2005-103,2005,2203000.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2006-103,2006,3485000.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2007-103,2007,7642000.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2008-103,2008,11420000.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2009-103,2009,55815000.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2010-103,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020519,ID,CUR,CG,OUTSIDE UK
2004-104,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2005-104,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2006-104,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2007-104,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2008-104,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2009-104,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2010-104,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,SCOTLAND
2004-105,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2005-105,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2006-105,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2007-105,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2008-105,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2009-105,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2010-105,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,WALES
2004-106,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2005-106,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2006-106,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2007-106,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2008-106,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2009-106,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2010-106,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,NORTHERN IRELAND
2004-107,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
2005-107,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
